text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit
2-1686,"['21', '26', '22']","METR TV HD SAKIT SUDAH TIGA KALI, RS INDONESIA DI GAZA DISERANG ISRAEL SUMBER FOTO: DOK MER-C Lembaga Bulan Sabit Merah Palestina mengatakan, serangan artileri dan udara Israel di dekat Rumah Sakit Al-Quds di Kota Gaza juga melanda dekat Rumah Sakit Indonesia di Gaza. 

Rumah sakit itu melaporkan serangan ketiga pada Selasa pagi (31/10).

Serangan udara Israel juga dilaporkan terjadi di sekitar Rumah Sakit Eropa di Gaza.
 

Download #MetroTVXtend sekarang di Play Store dan App Store.

#israel #gaza #palestina #palestine #hamas #freepalestine #freepalestina",,Jewish,"['0', '0', '0']","['0', '0', '0']","['1', '0', '0']","['1', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['1', '0', '0']","['0', '0', '0']"
2-1687,['21'],"@EMAK_MOBA MOBA EMAK z3zeys 16j 2018年4月， жM 突破2亿。 Mau tanya MLBB balance team 2010人 China 月，沐 卖成 Tim di cina apa aja zeys kasih tau dong M1 2019年8月， <Mobile Le 上线， 荣获GooglePlay20 2019年10月， 沐瞳入选由 游部、广电总局联合颁发 Lebih dari 10, bisa spill bang. Gw bisa spill ada LGD Nova Wkwk 2019年11月,第一届《Mol 赛（简称M1）在马来西亚吉 赛(简称M1) 16支战队参加。 2019年12月， <Mobile Leg 为东南亚运动会电竞奖牌巧 Sudah ada 10 Tim Lebih di China! @emak_mobastore @emak_ @emak_esports Babang Zeys lagi kunjungan ke Moonton di Shanghai nih dan dapet previlege buat tau duluan.

Ternyata udah ada 10 Tim lebih loh disana, 2 yang dibocorin ada LGD dan Nova!
Wah ternyata udah banyak tim yes 🔥

Topup murmer @emak_mobastore 
Cari teman mabar @emak_esports",,Tionghoa,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1688,"['21', '20', '26', '22', '23', '31']"," 08 desember 2023 ODGJ DI SURABAYA DIPERBOLEHKAN MELAKUKAN PENCOBLOSAN PRESIDEN DI PEMILU 2024 DINSOS DAN KPU AKAN SIAPKAN TEMPAT KHUSUS? Jakartah Orang Dengan Gangguan Jiwa (ODGJ) di Surabaya dikabarkan akan bisa melakukan pencoblosan atau pemilihan di Pemilu 2024.

Dinas sosial (Dinsos) Kota Surabaya mengatakan bahwa mereka akan menyiapkan tempat khusus untuk ODGJ dalam pencoblosan Pemilu 2024.

Pencoblosan ODGJ di Pemilu 2024 di Surabaya ini disebut pertama dalam sejarah dan digelar oleh Dinsos.

Pemkot Surabaya pun bekerjasama dengan KPU untuk menyediakan Tempat Pemungutan Suara (TPS) di UPTD Liponsos dan UPTD Griya Werdha.

Oleh karena itu, penghuni atau warga di Liponsos dan Griya Wedha yang orang terlantar atau ODGJ bisa memiliki hak nyoblos di hari Pemilu 2024 mendatang.

Perlu diketahui, Pemilu 2024 akan digelar pada 14 Februari 2024 mendatang.

""Ini baru pertama kali setelah adanya judicial review. Yang mana mereka-mereka ini punya hak untuk memilih dan untuk dipilih. Oleh karena itu, KPU bersama kami memfasilitasi mereka untuk menggunakan hak pilihnya nanti,"" kata Anna, Rabu, 6 Desember 2023.

Anna mengatakan jika akan ada dua TPS di Liponsos yakni TPS khusus dan warga binaan Liponsos yang ber-KTP Surabaya.

Selain itu akan ada TPS Reguler yang dimaksudkan bagi warga binaan.

""Warga inilah yang akan masuk ke TPS Reguler,"" kata dia.

""Nah, ketika teman-teman KPU berkoordinasi dengan kami, kami diminta untuk menyiapkan data-datanya. Mangkanya, kami masih pastikan lagi data-datanya yang masuk ke dalam daftar pemilih,"" ujarnya.

Ia mengatakan jika ODGJ yang menjadi penghuni Liposos akan dipilih berdasarkan tingkat gangguan jiwanya.

""Tentunya kami terus melakukan assesmen dan monitoring gangguan kejiwaannya, kalau sekiranya masih labil dan emosinya belum stabil, tentu tidak akan kami masukkan, karena khawatir juga nanti akan mengganggu di TPS,"" katanya.

“Nah, untuk pendampingan khusus itu, kami belum tahu prosesnya seperti apa dan bagaimana, yang jelas kami diminta oleh KPU untuk menyiapkan tujuh orang pendamping dari Dinsos,” ujarnya.

#jakartaku",,Disabilitas,"['0', '0', '0', '0', '0', '0']","['1', '0', '1', '1', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']","['0', '0', '0', '0', '0', '0']"
2-1689,"['21', '20', '26', '22']","¡PO QG DE LA DEFENSE, TEL-AVIV 00 ISRAEL EN GUERRE: 38EME JOUR ALLOCUTION DU PORTE-PAROLE DE TSAHAL ISRAEL EN UERRE Zionis Katahuan Ngibul! 

Jubir Militer Zionis Daniel Hagari siarkan laporan seorang serdadu yg temukan daftar nama2 teroris yg ia temukan di basement RS Al-Rantisi, yang tak lain adalah kalender dengan daftar nama-nama hari dalam bahasa Arab.",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '1', '1']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']","['0', '0', '1', '1']","['0', '0', '0', '0']"
2-169,"['20', '23', '31']",Israel dan pendukungnya emang kek babikk semua. astaghfirullah 😭😭,,Jewish,"['0', '0', '0']","['0', '0', '0']","['1', '0', '0']","['1', '0', '0']","['1', '0', '0']","['0', '0', '0']","['1', '0', '0']","['0', '0', '0']","['0', '0', '0']"
2-1690,"['21', '20', '26', '22']","IDN TIMES WORLD NEWS Israel Bunuh 8 Warga Tepi Barat dalam Waktu 24 Jam Israel kerahkan buldoser militer dan penembak itu Baca Berita Terupdate Lainnya, dari Politik sampai Entertainment IDN ApS Google Play Kekerasan antara tentara Israel dengan warga Palestina di Tepi Barat terus meningkat. Kementerian Kesehatan Palestina, pada Minggu (26/11), mengatakan dalam waktu 24 jam tentara Israel membunuh delapan orang.

Sejumlah besar kendaraan lapis baja menyerbu daerah Jenin dan menewaskan lima orang. Tiga korban tewas lainnya terbunuh di Qabatiya dekat Jenin, lalu di El-Bireh dekat Ramallah dan di sebuah desa di selatan Nablus.

Israel telah membunuh lebih dari 13 ribu orang di Gaza dengan sebagian besar korban adalah perempuan dan anak-anak sejak perang pada 7 Oktober. Wilayah Tepi Barat di Palestina turut menyaksikan peningkatan kekerasan.

Artikel IDN Times sekarang bisa dibaca di IDN App lho, download sekarang di Google Play & App Store!

Temukan info TERBARU lainnya: @IDNTimes.Video @IDNTimes.Korea @IDNTimes.Community @IDNTimes.Hype @Duniaku_com @Popbela_com @Popmama_com @Yummy.IDN @Fortune.IDN

#IDNTimes #SuaraMillennial #SuaraGenZ #DiversityisBeautiful #DemocratizeInformation #Trending #Viral #IDNTimesNews",,Jewish,"['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']","['0', '0', '0', '0']"
2-1691,"['21', '26', '22']","ghinsherry @ghnshry Makin dewasa bukannya positif thinking malah positif sinting 6:20 27 Sep 23 23. 2 Views t Positif thinking in public, positif sinting in private",,Disabilitas,"['0', '0', '0']","['0', '0', '0']","['1', '1', '1']","['0', '0', '0']","['1', '0', '0']","['0', '0', '0']","['0', '1', '1']","['0', '0', '0']","['0', '0', '0']"
2-1692,"['21', '20', '26', '22']","China klaim Pandemic Talks wabah Pneumonia 'Misterius' bukan Covid-19 Jilid Il. Sumber: Detik (27 November 2023) China memastikan pneumonia ‘misterius’ yang belakangan dilaporkan teridentifikasi pada ratusan anak, bukan disebabkan varian baru SARS-Cov-2 alias COVID-19 ‘jilid dua’. Data menunjukkan infeksi kasus pneumonia berkaitan dengan mycoplasma pneumoniae, yakni infeksi bakteri umum yang biasanya menyerang anak-anak.

Infeksi ini diketahui beredar sejak Mei lalu. Bulan ini, pihak berwenang China mengeluarkan imbauan soal risiko penularan di tengah antrean yang ‘membludak’ pada beberapa RS.

Para orang tua di Shanghai mengaku mereka tidak terlalu khawatir dengan wabah mycoplasma pneumoniae yang dilaporkan meningkat. Menurut mereka, meskipun gelombang penyakit ini tampaknya lebih parah, mereka memperkirakan gelombang penyakit tersebut akan segera mereda.

“Pilek terjadi di seluruh dunia,” kata Emily Wu, salah satu orang tua yang menemani anaknya di RS.

“Saya berharap masyarakat tidak menjadi bias karena pandemi kemarin, tetapi lihatlah ini dari sudut pandang ilmiah.”

Ibu lainnya, Feng Zixun, mengatakan dia menyuruh putranya yang berusia delapan tahun memakai masker dan mencuci tangan lebih sering, tetapi tidak khawatir berlebihan.

“Tidak seburuk itu, kini lebih banyak anak yang jatuh sakit, namun yang terpenting adalah masalah perlindungan,” katanya.",,Tionghoa,"['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']"
2-1693,['21'],"വര Qatar mendesak masyarakat internasional segera bertindak hentikan ulah Israel di Yerusalem Yerusalem Milik Palestina 🇵🇸

Setuju (share, like, komen)
Ga setuju (abaikan)",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1694,"['21', '26', '22']","Moment dalam Foto ini ketika Pak Jokowi dan Ibu Mega Memutuskan Untuk memilih Mas @ganjar_pranowo sebagai Bakal Capres PDIP .

Kejadian Itu setelah rencana wacana 3Periode Gagal . 
Dan sebelum Merencanakan Gibran Sebagai Cawapres Prabowo . 

Hari ini semua sirna dan Rasa Terimakasih kabur bagai Kapas yang tertiup Angin . 

Ibu Megawati Adalah Negarawan Sejati yang telah melahirkan Kader-kader terbaik Di Negeri ini . 
Sabar ya Buk atas Sikap-sikap Gila Kekuasaan itu .",,Disabilitas,"['0', '0', '0']","['1', '1', '1']","['1', '1', '1']","['1', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '1', '1']","['0', '0', '0']","['0', '0', '0']"
2-1695,['21'],"Ayo kita sambut anggota baru! Muhammad Yusri, Ziman Trandi, Nasir Hadi, Muhammad Indrana, Muhammad Azzulman, Bayu Aji Purnomo, Elvi Sari, Muhammad Azil, Nandi Isak, Marioh Aw, Ysisoow Uioawu, Jingga Sanjaya, Kelvin Ardiansyah, Tole Wan Twu Vaef, Eko Mujianto, Ken Dedes, Mee Buna, Toto Macau, Neng Dwi Oftiani, Faizil Ramdan, Heri Parmanto, Nisa Aprilia, Rahul Hadior, Anto Wardoyo, Rio Saputra, Rino Aprianto, Naldi Sukardih, Yudi Hernandez, Zikri Saputra, Jumanto Putra, Ridwan Wandi, Yopan Sasongko, Saipul Alfarizon, Ilud Sutri, Vandi Muhammad, Irpan Merkasla, Ivan Muli, Yen Xiu, Dava Rasryd, Restu Sucipto, Mhamad Acil, Anjar Buha, Ahmadiyah, Tinama Putra, Zila Putry, Parhan Ardian, Aldi Laso, Citra Citra, Dimas Darmono, Frizal Ahmad, Wandi Mamang, Bambang Cianjur, Perdi Dokien, Deni Jono, Santo Santoso, Rifaldus, Ones Panjaitan, Rika Mutia, Prayudha Bima Putra, Adiguna Pratama, Ingatkah Yah, Nunuk Bulao, Prediktor Karawang Poenya, Bang Chand, Mertayasa, Mich Hsn, Golih Goi, Dafa Yus, Nana Salsabila, Saraswati, Srko Iyaapa, Bryan Rompas, Wawa Burhan, Nor Kolis, Olo, Dion Saputra, Gun Gun, Muhammad Dani, Bakso Bakar, Rena Clw, Haryanto Dwi, Deni Jagur, Budi Sanjaya, Wawan Setiawan, Andy Samsudi, Rizky Nazar, Mizan Agus, Ayung Tunggal, Hasan Husin, Ardi Samsudi, Taufik Kurniawan, Sandi Pratama, Andry Lee, Pitri Yani, Mini Minu, J Hendra Hendra, Sopian Andiko, Pandu Perasetia, Handi Perdana, Tomy Saputra, Yandri Yandri, Perdi Ardiansyah, Sidarto Putra, Edo Mandala, Nisa Yari, Aren Bunaka, Rena Resina, Gara Roy Hodgson, Dion Frasisko, Zidan Julian, Jamris Eko, Ari Tina, Angga Wijaya, Yulis Marnis, Jeri Oli, Rinto Rinto, Nibar Jansul, Nia Rahmadani, Iskandar Kandar, Heri Heri, Supriadi Jagor, Rendi Ariandi, Dedi Afayat, Fendi Alamasyah, Wanda Pahmi, Mamang Hadi, Rido Simatuang, Fifi, Zaman Cox, Rajaa Mexsico, Dadan Pratama, M Dayat, Revan Anggara, Salim Sulaimen, A'an L, Akunia Bole, Kiki, Andika Putra, Atawakkalu Lillah, Erni Yulia, Denisa Aprilia, Deuaiwo Iswowu, Puspita Sarii, Doritos Pizzerola, Gugun Gunadi, Luis Cardona, Olaoa Jiala, Enrique Farias, Salwa Aula, Jani JI, Ponitik, Dusep Mulyadi, Oen Haeruman, Udin Ansya, Anggun Sari, Putry Syaira, Muhammad Defri, Alex Andriansyah, Irgi Hendriadi, Rusli Alik, Agus Supranto, Yuli Antina, Muhammad Ferry, Zulfikar Akbar, Jalal Bintoro, Delia Anggarini, Agus Dinwo, Sempal R, Reno Reno, Tiznit Tiz, Pasko Di Dakkaii, Yusup Supriadi, Sugeng Suprianto, Jeri Setiawan, Bobi Candra, Rosita, Kolay Dika, Jaya, Eveline Chai, Dava Putra, Hartyo Supomo, Mbok Devi, Kim Mjf, Yanti, Parnoaji Lukito, Habib Ganto, Pian Bngas, Irfan Kurniawan, Yukya Mjf, Coyoi Coi, Muhammad Repal, Santo Burno, Angga Putra, Aril Fatul, L Ita Citrani, Yendra Erdoy, Dedy Sugianto, Ulislis Ulid, Ratna Paudi, Hary Antono, Ayandu Ainal, Moms, Imron, Obih Jr., Sakte Angkeo, Ayla Fadila Retiana, Klika Yen, Moch Yusuf, Bima Sakti, Yayang Sausan Anastasia, Wak Abeng, Pina, Zevanya Manurung, Wahyu Tristanto, Bagas Sutrisno, Agustin Putri, Gana Hariyanto, Zikri Saputra, Raffa Chela, They Wie, Zalil Umar, Anto Ibnu, Saldy Preyoga, Hamdan Zolveno, Andy Samsul, Zenur Alvin, Nur Hadis, Rozy Maestri, Arjuna Juna, Firman Anwar, Erlino Rania, Rizky Nazar, Rafi Jam, Bang Cipung, Rozali Amin, Amir Wijaya, M Sunarya, Ferry Maryadi, Edwin Juan, Ririn Indriani, M Arya, Sulastri Selasih, Rini Tiri, Abeng Toro, Erwin Rinaldi, Rahayu Putri, Muhammad Ditro, Amuk Marogol, Katahari, Andra Saputra, Yogi Alpin, Dendi Irawan, Lionel Ridwan Dybala, Lolo Perdiansah, Purnama Sari, Ahmad Mauludi, Muhammad Pebianto, Sudirman Said, Beni Hidayat, Movic Fight, Adam Saputra, Wilmer Alaro, Dianitha Hidalgo, Bunga Lestari, Reza Ardiansyah, Baron Masto, Iwan Prasetio, Angling, Candra Wijayanto, Anga Yatul, Betran Peto, Juned Ksatrio, Vergie Galit, Zulfansyah, Mifta Muna, Dino Dino, Erika Pitri, Elsi Yana, Tohir Aria, Febri Anto, Serli Tiara, Afri Darnis, Arvin Dion, Arsyad Edianto, Rendy, Ijun Rumi, Ervas Dediman, Rahmat Ilahi, Raka Saputra, Fitri Asniar, Edy Praya, Dewi Malaka, Adi Espro, M Darwin, Junaidi Hamsyah, Martin Martin, Marin Basri, Rian Karon, Iko Bastian",,Ahmadiyah,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1696,['21'],Pesan TB Silalahi untuk Bangsa Indonesia!😇,,UNKNOWN,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1697,['21'],bp Converse Minus pemakaian 250 nego Lok Jaktim,,UNKNOWN,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1698,['5'],gila banyak banget bro yg ketawa sama becandaan lo @PardedeReza666 hahaha semoga hidup lo baik baik aja ye,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1699,['5'],"Sarjana Syiah🇮🇶, Sheikh Amir Al-Quraishi ""Orang orang Idiot ini (🇵🇸) bergembira selama 2 jam atas pembantaian, setelah itu mereka harus menanggung konsekuensi, sedangkan kelompok Sunni Irak dan negara negara teluk tap tombol like""",,"Syiah, Disabilitas",['1'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
2-17,['20'],"Bukannya beli vc jeketi malah beli vc up girl, agak gila tp males debat dan marah marah sama manajemen tuli aja sih. Menjaga mood selama kerja dan tidak menambah dosa👍",,Disabilitas,['0'],['0'],['1'],['1'],['0'],['0'],['1'],['0'],['0']
2-170,['20'],"jurusan no satu yang paling seru pasti sastra, dan yang ngikutin paling keren pasti ekonomi dong, liat gara2 tiktokshop dibilang perputaran dutinya masuq ke china itu konspirasi apa lagi, memang dari awal kita sudah berpihak pda china tp gak mungkin duitnya muter keluar elah",,Tionghoa,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1700,['5'],"Gila x buzzer² politik ini, uda suka fitnah dan nyebar hoax sekarang malah menunggangi masalah Israel-Politik. Gara² buzzer politik dan aktornya jadinya isu Israel-Palestina menjadi bias dan orang² yg tdk menyukai politik pun jd lbh memilih diam.",,"Jewish, Disabilitas",['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1701,['5'],Disabilitas mental Tolong perhatikan kami ODGJ dalam mencari pekerjaan dan bantuan,,Disabilitas,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1702,['5'],China berupaya keras mencari dukungan DK PBB untuk gencatan sejata di Gaza,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1703,['5'],MASYARAKAT JATIJAYA DUKUNG PRESIDEN ANIES [RETWEET UNTUK MENANGKAN RP.165 RIBU CENTANG BIRU] #AniesMuhaimin2024 Irene Spek VOC Yahudi Wonyoung Gaza Hamas Gibran Israel Kiai Thoifur #FreePalastine #anisd NIALL HORAN ARTS BY MINGHAO AT LONDON JIKA Spotify GET WELL SOON MARK Kamis…,,Jewish,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1704,['5'],Jusuf Kalla Sebut Kendala Militer Indonesia Jika Bantu Palestina Lawan Israel,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1705,['5'],"Foto: Momen Menarik saat Timnas Indonesia U-23 Melawan Chinese Taipe, Ada yang Kasih Ucapan Selamat Ultah untuk Marselino Ferdinan",,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1706,['5'],Ganjar Pranowo : Dari pada ribut TKA China mending kita dongkrak kualitas SDM kita 👍👍🙏 #TenagaSDMIndonesia,,Tionghoa,['0'],['1'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1707,['5'],"Gak tau seberapa akurat kalo jaraknya jauh tapi gila bgt sih cuaca jakarta 😵‍💫 Yg 40°C ngarahin ke rumah seberang 63°C ngarahin ke jalan yg kena matahari langsung (jangan bawa peliharaan kalian jalan"" keluar ya ini panas bgt 😭)",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1708,['5'],Aduhhh Volvo pun terjual kat Israel la machinery dia…,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1709,['5'],"Banyak hal yang tak musti di rayakan persekian detik akan hilang dan terbelenggu dalam situasi yang sudah di rayakan Banyak hal juga yang tak perlu di menangkan, sejatinya kemenangan hanya di anggap sebagai mangsa akan kehidupan yang sempurna. Gila hidup tidak sesimple itu ya",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-171,['20'],Larangan Pakai iPhone di China Jadi Rintangan Baru Apple,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1710,['5'],Gila HUMINOID live nya manteepp bgt broo🤯,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1711,['5'],"Stres dikit, belum gila",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1712,['5'],Muslim untuk tidak memberikan dukungan kepada Israel dalam bentuk apapun.,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1713,['5'],Kunci perdamaian d isreal palestina ya dr kedua belah pihak atw semua negara arab yg mngepung israel berpihak kesalah satu pihak🙏,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1714,['5'],"Penyelesaian Palestina VS Israel Perang tanpa Kematian Jiwa&Darah. ""Aku datang untuk membunuh tetapi bukan Darah"" Pandanglah dunia ini suatu ruang yg mana setiap ruang ada sudutnya,jika ruang tsb ingin terlihat sempit maka berdirilah di satu sudut tsb dan belakangi sudut lainya.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1715,['5'],Gila ya Oktober banyak emosinya,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1716,['5'],Fyi : Korespondens di lokasi melaporkan banyak tentara Israel yang tewas. #FreePalestine 🇵🇸,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1717,['5'],"Gila bisa, bisa gila.",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1718,['5'],Akan aku crop secara ugal-ugalan walaupun hasilnya ngeblur🤏 @A_ZeeJKT48 gila lu ganteng banget sep!!?!?,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1719,['5'],gila ini jkt panasnya,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-172,['20'],#viral soal #fatwa mui nomor 83 tahun 2023 Mengatakan Produk Israel HARAM.. #TrendingNow #fyp #brebesnesia Selengkapnya,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1720,['5'],Pengeboman Israel yang kejam ini sekarang terjadi di luar rumah sakit Indonesia di mana warga sipil Palestina mengungsi dan merawat pasien yang terluka ! 😤😠,,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1721,"['5', '18']",Pramugari KCIC hrs bisa berbahasa China .Alasannya karena saham KCIC dimiliki China. L,,Tionghoa,"['0', '0']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1722,['5'],"""Semua perangnya Nabi itu haram membunuh wanita , anak anak dan ortu "" Ini kutipan pernyataan sahabatku yg muslim dlm sebuah diskusi dgku ttg israel vs hammas. Dan aku kutip atas ijin beliau. Jadi yg berperang masih bunuh wanita , anak2 dan orang tua siapa yg ditiru ??",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1723,['5'],"Please klau aku jadi org yang nangkap tu baju Dikta fix. Langsung sya bingkai trus aku custom bingkai yang bisa dibuka tutup🤣🤣🤣🤣. Dan klau aku dstu jingkrak"" kek org gila ma aku🤣🤣🤣🤣",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1724,"['5', '18']","Hai sayang, orang yang ku kenal selama hampir 1 dekade ini, sudah berbagai cara ku lakukan untuk membuat mu sadar ada orang benar-benar tulus mencintai mu tanpa alasan. Tapi kau buta seakan akan tidak pernah menganggap dan melihat seserius itu kepada mu.",,Disabilitas,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
2-1725,['5'],Pc always yours gila harganya tinggi2 bjir..,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1726,['5'],"Israel akan mencegah miliarder Elon Musk menyediakan internet ke Gaza dengan sistem komunikasi berbasis satelit miliknya, Starlink.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1727,['5'],Emang dah gila banget eps 6 gilaa,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1728,"['5', '20']",gila gua gatau berapa lama harus nyembuhin ini,,Disabilitas,"['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']","['0', '0']"
2-1729,"['5', '20']",Gila ada orang yang katanya expert tp sekalinya ketemu dia draining energy bgt. Jatuhnya malah kaya ngerendahin,,Disabilitas,"['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '1']","['0', '0']","['0', '0']"
2-173,['20'],"RESULT CHINA POOLS SENIN,25 SEPTEMBER 2023 Result : 4 6 0 5 Shio : BABI Whatsapp : +62 812-1237-9910 Selamat Bagi yg JackPot ⚡Salam POKEMONTOTO⚡ #totochina #keluaranchina #togelchina #daftarpokemontoto #resulttotochina #resulttogel #pokemontoto #angkachina #TikTok Shop",,Tionghoa,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1730,['5'],"Hamas, Gaza, Palestina, #PalestineGenocide #FreePalaestine Israel Abu Hamza: Israel Kian Terpuruk Hadapi Rakyat dan Perlawanan Palestina",,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1731,['5'],"Perang Israel vs Hamas, AS: Warga Sipil Palestina Tak Pantas Mati #FreePalestine",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1732,['5'],"Info nonton eras tour movie yang bioskopnya boleh sing a long di bandung dong, + dicari temen nontonnya biar ga kaya orgil sendiri WKWKWKKW",,Disabilitas,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1733,['5'],JIR UDAH GA KERASA CPT BANGET MV NYA KECE BANHET GILA KEREN INI MV NYA MAHAL INI,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1734,['5'],"Padahal kami yg memihak Palestina sangat mendukung perdamaian dan kebenaran. Perdamaian hny bisa terwujud kalau israel pergi dr bumi Palestina, dan Palestina bener2 merdeka. Tidak kah kita belajar dr sejarah.",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
2-1735,['5'],ada ga sih yg gila kyk gue kl biasnya kirim selca atau fotonya gemesin trs ciumin layar hp (ga nempel) kyk “mwah mwah” menghadap layar. even di temen kerja gue sampe blg gue gila. ya gimana atuh.. doyoung gemesin pisan 🥲🙏🏻,,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1736,['5'],aneh bgt ada buzzer israel,,Jewish,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
2-1737,"['5', '18']","Org kristen udah pasti bela israel? Oh belom tentu, karna ini bkn konflik agama, ini konflik kepentingan/ politik. Dan udh lama bgt ini terjadi, bkn saat ini doang. Gue pun pengen semua damai, semua negara pantas mndpatkan kemerdekaannya. Semua org pantas hidup tanpa ketakutan",,"Kristen, Jewish","['0', '0']","['0', '0']","['0', '0']","['0', '1']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
2-1738,['5'],"Hasil Result Pasaran CHINA , 12 Oktober 2023 Result : 1351 Shio : KERBAU Selamat Kepada Member yang mendapatkan Jackpot, Salam jackpot Paus 🎱🎱",,Tionghoa,['1'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
